Language Name,ISO,STATE,LgFly,Translation Status/Need,Strategic Zone,Orgs Involved,TR Org,Population,Pop. Source,"Pop in
2011",Location,#Of translations,OT Tr in progress,Decision Criteria,Translation Status,Status date,NT in Progress,Project location (State & District),"NT Start
Date","OT Start
Date","NT Pub
Date",NT Revised,"First BB 
Pub. Date",Bible revised,NT Script,Cluster,Translators/Facilitators name,Other information,No,"Literacy Rate
in L1","Literacy Rate
in L2","Source on
Literacy (L2)","Second
Language (L2)",GFA,TWR,FEBA,NT,Portions,Jesus Film,Jesus Film Audio,Jesus Film Children,Dayasagar,God Story,Radio Broadcast,,,,,,,,,,
Marathi,mar,Maharashtra,Indo-Aryan,Whole Bible Available,Central Zone,"ANG, BAP, BSI, CMA, GR, IBS, N, RC, CCC, CNI, FM,
GFA, SGM. FEBA, WBTC, TWR, WCOI",,71701478,Census 2001,,Maharashtra and adjacent states,,,,,,,,,,1811,,1821,,,Marathi cluster,,,268,77%,77%,Census 2001,,x,x,x,x,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,
Maria,mrr,Maharashtra,Dravidian,Translation in Progress,Central Zone,"GR, IEM, BSI, CNI, Church Growth Missionary Movement, Tribal Revival Movement, FMPB, CNI",EBT,88984,Census 2001,,"Maharashtra [Garhchiroli (Chanda) District - Etapalli, Bhamragad and Sironcha tahsils]; Chhattisgarh [Bastar District - Narayanpur and Bijapur tahsils - In Narayanpur, an administrative block of 200 villages is known as 'Abujhmar block']",1,,,,,X,,1998,,,,,,,Gondi cluster,,,269,,25-50%,,,,,,,,,,,,,,,,,,,,,,,
"Maria, Dandami",daq,Chandigarh,Dravidian,NT available,Central Zone,IEM,IEM,200000,Ethnologue 09,,"Chhattisgarh [Bastar, Dantewara districts]; Maharashtra [Garhichiroli district]",,,,,,,,1984,,2010,,,,,Gondi,,,270,,,,,,,,,x,Yes,,,,,,,,,,,,,,,
Marwari,rwr,Rajasthan,Indo-Aryan,Translation in Progress,West Zone," GR, CCC, CNI, PACF, SGM, FEBA, FMPB, TWR, IEHC,
GFA radio, Dayspring Int'l, Christians in Action, Filadelfia Bible College, Union of Evangelical Students of India",SAG/IBT,26291796,Census 2001,,"Rajasthan [Jodhpur, Jaisalmer, Barmer, Bikaner, Churu, Pali, Jalore districts]; Gujarat; Madhya Pradesh; Punjab; Delhi; Haryana; Uttar Pradesh; thoughout India. East Zoneern upper Sindh province in Pakistan",2,,Covers Godwari and Merwari,,,X,,1996,,,,,,,Rajasthani cluster,,,271,5-10%,50-75%,,,x,x,,,x,Yes,Yes,Yes,,,Yes,,,,,,,,,,
Mawchi,mke,Maharashtra,Indo-Aryan,NT available,Central Zone,"GR, PSSS, SGM, TWR, WCOI, GFA radio",INDP,99474,Census 2001,,SouthEast Zone Gujarat, Maharashtra [Dhule District],,,,,,,,,,1989,,,,,,,,272,5-10%,25-50%,,,x,x,,x,,Yes,Yes,,,,Yes,,,,,,,,,
Meitei,mni,Manipur,Tibeto-Burman,Whole Bible Available,NEI Zone,"GR, PR, RC, MCC, MM, NEI ZoneGM, SGM, BSI, CCC, AOG, TWR, BI,WCOI, GFA radio",,1466497,Census 2001,,"Manipur (most); Assam [Cachar, Karimganj]; Nagaland; Tripura [West and North Tripura districts]; Uttar Pradesh; West Bengal",,,,,,,,,,1827,,1984,,,Meitei,,,273,73%,69%,,,x,x,,x,,Yes,Yes,Yes,,Yes,Yes,,,,,,,,,,
Merwari,wry,Rajasthan,Indo-Aryan,No Need,West Zone,"WCOI, GFA radio",,3900000,Ethnologue 09,,"Rajasthan [Ajmer, Nagaur districts]",,,Marwari translation is sufficient,,,,,,,,,,,,Rajasthani cluster,,,274,,,,,,,,,,Yes,,,,,,,,,,,,,,,
Mewari,mtr,Rajasthan,Indo-Aryan,Translation in Progress,West Zone,"GR, TWR, NMM, Brethren, Philadelphia, Calvary Gospel Mission, Believers Church, Methodist",NLCI/IBT,5091697,Census 2001,,"Rajasthan [Udaipur, Bhilwara, Chittaurgarh, Rajsamand districts]; Gujarat; Haryana; Delhi; Madhya Pradesh; Uttar Pradesh",2,,,"They have drafted 9 books (Mathew, Luke, Mark, John, Acts, Galathians, Ephesians, Philippians, Colosians) and Genesis and Psalm is in progress. Consultant check is over for Mark and Acts and ready to publish. Planning to publish before the end of this year.",,X,,2003,,,,,,,Rajasthani cluster,,,275,,38%,Census 2001,,,x,,,x,,Yes,,,,Yes,,,,,,,,,,
Mewati,wtm,Rajasthan,Indo-Aryan,Translation in Progress,West Zone,"New India Church of God, Bethel Fellowship, Brethren, Independent Churches, House Fellowships, Immanual Mission, Philadelphia.",NLCI,645291,Census 2001,,"Rajasthan [Alwar, Bharatpur, Dholpur districts]; Uttar Pradesh [Madhura district]; Haryana [Gurgaon, Faridabad districts]",1,,,"Matthew, Mark, Luke books have drafted. ",,X,,2009,,,,,,,Rajasthani cluster,,,276,,25%,2006 survey,,,,,,,,,,,,,,,,,,,,,,
Miji,sjl,Arunachal Pradesh,Tibeto-Burman,Limited Need,NEI Zone,GR,WIN/BSI,5721,Census 2001,,"Arunachal Pradesh [West Kameng District - Nafra circle- Bichom and Pakesa River valley, 25 villages including Debbing, Dichik, Rurang, Nachinghom, Upper Dzang, Naku, Khellong, Dibrick, Nizong, Najang, Zangnaching, Chalang, Nafra, Lower Dzang; East Zone Kameng ",,,,,,X,,2004,,,,,,,Mishmi,,BSI is working, WIN is not working in this group,277,,39%,Census 2001,,,,,,,,,,,,,,,,,,,,,
Miju Mishmi,mxj,Arunachal Pradesh,Tibeto-Burman,Translation in Progress,NEI Zone,,WIN,18000,Ethnologue 09,,"Arunachal Pradesh [Lohit District - high altitudes of East Zoneern part - including upper Lohit and Dau valleys, the area to the East Zone of the Haguliang, Billong and Tilai valleys]; Assam",1,,,,,X,,2004,,,,,,,Mishmi,,,278,,40%,Census 2001,,,,,,,,,,,,,,,,,,,,,,
Mina,myi,Madhya Pradesh,Indo-Aryan,Research Need,Central Zone,,,3800000,,,"Madhya Pradesh [Gwalior, Shivpuri, Guna, Rajgarh, Vidisha District - Sironj subdivision]; Rajasthan [Jaipur, Alwar, Bharatpur, Sawai Madhopur, Tonk, Bundi, Ajmer districts]",,,More location than a language--speak other languages,,,,,,,,,,,,Konkani cluster,,,279,,,,,,,,,,,,,,,,,,,,,,,,,
Mirgan,zrg,Odissa,Indo-Aryan,NT available,East Zone,"IBT, GR, BSI",IBT,60000,Ethnologue 09,,"Chhattisgarh [Bastar District]; Orissa [Koraput, Nabarangapur Districts]",,X,,,,,,1995,,2010,,,,,,,,280,,10%,,Odiya,,,,,,,,,,,,,,,,,,,,,
Miri,mrg,Assam,Tibeto-Burman,NT available,NEI Zone,"BSI, GR, GFA radio, North Bank Baptist Christian Assn",BSI,551182,Census 2001,,"Assam [N. Lakhimpur, Sonitput, Dhemaji, Dibrugarh, Sibsagar, Jorhat, Golaghat, Tinsukia districts]; Arunachal Pradesh [Lower Subansiri district - Ziro subdivision - a few villages near Pasighat, on both sides of the Kamla river; Upper Subansiri district -",,,,,,,,,,2001,,,,,Assam,,,281,,53-60%,Census 2001,,x,,,,,,,,,,,,,,,,,,,,
Mizo,lus,Mizoram,Tibeto-Burman,Whole Bible Available,NEI Zone,"BAP, GR, SGM, WPM, BSI, BI, WCOI",,671911,Census 2001,,Mizoram, Assam, Manipur [Churachandpur district], Nagaland, Tripura [Jampui Hill range],,,,,,,,,,1916,,1959,,,Kuki-Chin Linguistic Cluster,,,282,82%,74%,,,,,,x,,,,,,,,,,,,,
"Monpa, Kalaktang",kkf,Arunachal Pradesh,Tibeto-Burman,Translation in Progress,NEI Zone,SAG,EHG/SIL,8000,Ethnologue 09,,"Arunachal Pradesh [West Kameng district - Kalaktang administrative center including Khalaktang, Balimu, Tomko villages]",1,,Storying project started,,,X,,2008,,,,,,,"Arunachal, HI – EHG",,,283,,43%,Census 2001,,,,,,,,,,,,,,,,,,,,,,
"Monpa, Tawang",twm,Arunachal Pradesh,Tibeto-Burman,Translation in Progress,NEI Zone,SAG,EHG/SIL,7500,Census 2001,,Arunachal Pradesh [Tawang District],1,,Stories are available and it is used in fellowship groups,,,X,,2008,,,,,,,"Arunachal, HI-EHG",,,284,,32%,Census 2001,,,,,,,,,,,,,,,,,,,,,,
Mru,mro,(southern) West Bengal,Tibeto-Burman,NT available,East Zone,GR,BBS,48800,Ethnologue 09,,"West Bengal [Jalpaiguri, Nadia and Hoogly (Hugli)districts]",,,,,,,,,,1994,,,,,,,,285,,10%,,,,,,,,,,,,,,,,,,,,,,,
Muduga,udg,Kerala,Dravidian,Translation in Progress,South Zone,NLCI,NLCI,9903,Kerala tribal website,,Kerala [Palakkad District - Mannarkad Taluk - Attapady Block -18 hamlets (1)Chundakki (2) Thazhachundakki (3) Veeranuru (4) Karuvare (5) Ommale (6) Kallamale (7) Kottamale (8) Chitturu (9) Chandakulam (10) Koravanpady (11) Ummathupadiga (12) Molakambi (13,1,,,Whole NT drafted. Gosepl of Mark published. Consultant checking completed for 13 books.,,X,,2009,,,,,,,Palakkad cluster,,,286,,25%,Census 1991,,,,,,,,,,,,,,,,,,,,,,
Mugom,muk,Himachal Pradesh,Tibeto-Burman,No Need in India,North West Zone,,,440,Ethnologue 09,,"Himachal Pradesh [Kullu Valley - Kullu and Manali and in villages scattered in between]; also Kinnaur, Dharmshala, Ladakh]",,,Lg of Nepal,,,,,,,,,,,,Kullu,,,287,,22%,,Nepali,,,,,,,,,,,,,,,,,,,,,
Mukha-Dora,mmk,Andhra Pradesh,Dravidian,No Need,South Zone,,,37983,Census 2001,,"Andhra Pradesh [Vishakhapatnam, Srikakulam, Vizianagaram districts]",,,Speaks Telugu (Liahey and Benson). Lives in widely scattered villages.,,,,,,,,,,,,Gondi,,,288,,34-42%,Census 2001,Telugu,,,,,,,,,,,,,,,,,,,,,
Munda,unx,Odissa,Austro-Asiatic,Translation in Progress,East Zone,EBT,IBT/TWFTW,426820,Census 2001,,"Orissa; Jharkhand, possibly Bihar, West Bengal, Assam, Tripura, Madhya Pradesh also",1,X,,TWFTW/IBT are doing in Munda language spoken in Odisha,,X,,2004,,,,,,,Odisha cluster,,,289,,,,,,,,,,,,,,,,,,,,,,,,,
Mundari,unr,Jharkhand,Austro-Asiatic,Whole Bible Available,East Zone,"GR, RC, CCC, CNI, FEBA, INT, L, SPG, BSI, HCJB, SGM,
TWR, WCOI, GFA radio",OA ( ORISSA),1046951,Census 2001,,Jharkhand [mainly in southern and western parts of Ranchi District], Orissa, Madhya Pradesh, West Bengal, Himachal Pradesh, Assam, Tripura, Andaman and Nicobar Islands,,,,"There are 3 major dialect in Mundari [muv] spoken in Jharkhand. The whole Bible is available in one of the dialect. Some work is needed in the other two dialect, if people are interested and motivated we can go for translation. ",,X,,,,1895,,1910,,,Munda,,,290,10-30%,50-75%,,,x,x,,x,,Yes,Yes,,,Yes,Yes,,,
"Muria, East Zoneern",emu,Chandigarh,Dravidian,Translation in Progress,Central Zone,ICGM,ICGM,200000,Ethnologue 09,,"Chhattisgarh [NorthEast Zoneern Bastar District - Keshkal, Kondagaon tahsils]; Orissa [Nabrangpur District - Raigarh tahsil]",,,Started the wok in Jan 2016,,,X,,2016,,,,,,,Gondi,,,291,,,,,,,,,,,,,,,,,,,,,,,,,
(far western) Muria,fmu,Maharashtra,Dravidian,Translation in Progress,Central Zone,ICGM,WIN,400000,,,"Maharashtra [northern Garhchiroli District -Kurkheda, Korchi, Dhanora, Armori tahsils, Gondia district - Jamdi tahsil]; Chhattisgarh [Rajnandgaon district - Manpur and Mahola tahsils]",1,,,,,X,,2004,,,,,,,Gondi cluster,,,292,,,,,,,,,x,,,,,,,,,,,,,,,,
"Muria, Western",mut,Chandigarh,Dravidian,Translation in Progress,Central Zone,"IND, GR, New India Mission, CSI, Raksha Trust, Muthi Mission.",ICGM,400000,Ethnologue 09,,"Chhattisgarh [Bastar District - Narayanpur tahsil, Kanker district - Anthegarh tahsil]",1,,,,,X,,1990,,,,,,,Gondi,,,293,,2%,2003 Survey,,,,,,,,,,,,,,,,,,,,,,
Muthuvan,muv,Kerala,Dravidian,Translation in Progress,South Zone,"NeLC, NLCI",NLCI,16778,,,"Kerala [Idukki district - Devikulam tahsil - Devikulam and Adimali blocks; Kozhikode, Kannur, Ernakulam, Kottayam, and Thrissur districts]; Tamil Nadu [Coimbatore District - Udumalpet & Valparai tahsils - Anaimalai Hills, Madurai district -Cardamom hills]",1,,,"All the books except Mathew and Revelation completed. Mark, Acts, Genesis pubilshed. ame, I & II Timothy, Titus, Philemon, Ephesians, Philippians, Galatians, 1,2,3 John consultant checking completed.",,X,,2003,,,,,,,Idukki cluster,,,294,,17-40%,Census 2001,,,,,,,,,,,,,,,,,,,,,,
Nah,nbt,Arunachal Pradesh,Tibeto-Burman,Research Need,NEI Zone,,,1230,Asia Harvest,,"Arunachal Pradesh [Upper Subansiri district - Taksing circle - Gumsing, Taying, Esnaya, Lingbing, Tongla, Yeja, Reding, Redi, Dadu villages]",,,They speak their language among themselves,,,,,,,,,,,,Arunachal,,,295,,30%,Singh 1995,,,,,,,,,,,,,,,,,,,,,,
Naga Pidgin,nag,Nagaland,Creole,Whole Bible Available,NEI Zone,,,30000,Ethnologue 09,,Nagaland [especially Kohima District - Dimapur Subdivision], bordering areas of Arunachal Pradesh,,,"No MT speakers, but is a creole language",,,,,,,,,2006,,,"Creole, Assamese based",,,296,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,
"Naga, Angami",njm,Nagaland,Tibeto-Burman,Whole Bible Available,NEI Zone,"BAP, GR, SGM, BSI, BI",,49685,Census 2001,,Western Nagaland [Kohima District], Manipur, Maharashtra,,,,,,,,,,1927,,1970,,,"Naga, Nagaland",,,297,86%,86%,Census 2001,,,,,x,,,Yes,,,,,,,,,,,,
"Naga, Ao",njo,Nagaland,Tibeto-Burman,Whole Bible Available,NEI Zone,"BAP, GR, SGM, BSI, WCOI, GFA radio",,257404,Census 2001,,NorthEast Zoneern Nagaland [Central Zone Mokokchung District], Assam,,,,,,,,,,1929,,1964,,,"Naga, Nagaland",,,298,86%,86%,Census 2001,,x,,,x,,,Yes,,,Yes,Yes,,,,,,,,,
"Naga, Chang",nbc,Nagaland,Tibeto-Burman,Whole Bible Available,NEI Zone,"BAP, GR, SGM, BSI",,62408,Census 2001,,East Zone Central Zone Nagaland [Tuensang District - 36 villages], Assam,,,,,,,,,,1982,,2002,,,"Naga, Nagaland",,,299,,,,,,,,,,,,,,,,,,,,,,,,
"Naga, Chokri",nri,Nagaland,Tibeto-Burman,Translation in Progress,NEI Zone,"SGM, GR, BAP",BSI,83560,Census 2001,,Nagaland [Phek district - Cheswezumi is the main village],1,,,,,X,,NA,,,,,,,"Naga, Nagaland",,,300,,40%,Census 2001,,,,,,,,,,,,,,,,,,,,,,
"Naga, Chothe",nct,Manipur,Tibeto-Burman,Translation in Progress,NEI Zone,"BSI, SGM",BSI,2676,Census 2001,,"SouthEast Zone Manipur [Chandel District - 15 villages, Khongkhang, Chandolpokpi, Lunghu, Lirungtabi, Zeonthang, Ajouhu, Pumthapokpi, Laininghu, Chandrapoto, Tampokhu, Lamlanghupi, Purumchumbang, Old Wangparal, New Wangparal, Lungle; Bishnupur district - Lamla",1,,,,,X,,2000,,,,,,,"Naga, Manipur",,,301,,90%,2000 Survey,Meitei,,,,,,,,,,,,,,,,,,,,,
"Naga, Inpui",nkf,Manipur,Tibeto-Burman,NT available,NEI Zone,"GR, BI, SGM, BSI",BI,82386,Census 2001,,"Manipur [Senapati, Tamenglong, Imphal districts - 16 villages]; Nagaland [4 villages near Dimapur including New Zaluke, Mahei Namchi, Peren]; Assam",,,,,,,,1999,,2012,,,,,"Naga, Manipur",,,302,,70%,,English & Meitei,,,,,,,,,,,,,,,,,,,,,
"Naga, Kharam",kfw,Manipur,Tibeto-Burman,Translation in Progress,NEI Zone,,TWFTW,3000,Website,,"Manipur [Senapati district - Phaijol, Laikot, Thuisenpai villages (15-22 km NE of Imphal), Kharam Pallen village (37 km NW of Imphal)]",1,,,,,,,,,,,,,,"Naga, Manipur",,,303,,30%,,"English, Meitei & Hindi",,,,,,,,,,,,,,,,,,,,,
"Naga, Khezha ",nkh,Nagaland,Tibeto-Burman,Translation in Progress,NEI Zone,GR,BSI,39436,Census 2001,,"East Zoneern Nagaland [Kohima District - Khezhakhonoma, Phek district]",1,,Translation in progress from Angami,,,X,,NA,,,,,,,"Naga, Nagaland",,,304,,,,,,,,,,,,,,,,,,,,,,,,,
"Naga, Khiamniungan",kix,Nagaland,Tibeto-Burman,Whole Bible Available,NEI Zone,"BAP, GR, BSI",,37755,Census 2001,,Nagaland [East Zone Central Zone part of Tuensang District],,,,,,,,,,1981,,2005,,,"Naga, Nagaland",,,305,30%,,,,,,,,,,,,,,,,,,,,,,,,
"Naga, Khoibu",nkb,Manipur,Tibeto-Burman,NT available,NEI Zone,,BSI,5000,Morang Khaling (July 2010),,"Manipur [southEast Zone, Laiching; mountainous regions along the northern border of Chandel district - Khoibu, Narum, Yangkhul, Saibol villages]",,,,,,,,,,1988,,,,,"Naga, Manipur",,,306,,,,,,,,,,,,,,,,,,,,,,,,,
"Naga, Konyak",nbe,Assam,Tibeto-Burman,Whole Bible Available,NEI Zone,"GR, SGM, AB, BSI, WCOI, GFA radio",,248109,Census 2001,,"Assam [Sibsagar District - Nagagaon, Bortol villages near Simulguri township]; northEast Zone Nagaland [Mon & Tuensang Districts]",,,,,,,,,,1973,,1992,,,"Naga, Nagaland",,,307,40%,40%,Census 2001,,x,,,x,,,,,,,Yes,,,,,,,,,,
"Naga, Liangmai",njn,Nagaland,Tibeto-Burman,Whole Bible Available,NEI Zone,"GR, BSI, SGM, AB",,34077,Census 2001,,"Nagaland [Kohima district - Jhaluke, Paren, Medzephima blocks]",,,,,,,,,,1983,,2001,,,"Naga, Nagaland",,,308,,,,,,,,,,,,,,,,,,,,,,,,,
"Naga, Lotha",njh,Nagaland,Tibeto-Burman,Whole Bible Available,NEI Zone,"BAP, GR, BSI, SGM, WCOI",,170001,Census 2001,,Nagaland [west Central Zone Wokha District],,,,,,,,,,1944,,1967,,,"Naga, Nagaland",,,309,,,,,,,,,,,Yes,,,,,,,,,,,,,,
"Naga, Makuri",jmn,Nagaland,Tibeto-Burman,No Need in India,NEI Zone,,,4000,Ethnologue 09,,"Nagaland, Phek, Kiphire districts",,,Lg of Myanmar,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,
"Naga, Mao",nbi,Manipur,Tibeto-Burman,Whole Bible Available,NEI Zone,"BAP, BSI, SGM, GR, WCOI",,81000,Wikipedia,,Northwest Manipur [Senapati district], Nagaland,,,,,,,,,,1960,,1995,,,"Naga, Manipur",,,311,,,,,,,,x,,,,,,,,,,,,,,,,
"Naga, Maram",nma,Manipur,Tibeto-Burman,NT available,NEI Zone,"BAP, RC, Revival church, GR, BSI.",BSI,37340,Census 2001,,"Manipur [Senapati district - 5 villages near Senapati, 26 villages near Maram; Imphal district]; Assam",,,,,,,,,,2004,,,,,"Naga, Manipur",,,312,60%,20-40%,,,,,,,,,,,,,,,,,,,,,,,
"Naga, Maring",nng,Manipur,Tibeto-Burman,NT available,NEI Zone,"BAP, BSI, GR",BSI,22326,Census 2001,,"Manipur [southEast Zone, Laiching; mountainous regions along the northern border of Chandel district - Tengnoupal subdivision]",,,,,,,,,,2001,,,,,"Naga, Manipur",,,313,,53%,Census 2001,,,,,,,,,,,,,,,,,,,,,,
"Naga, Monsang",nmh,Manipur,Tibeto-Burman,NT available,NEI Zone,"MNBCA, GR, BSI",BSI,3700,Ethnologue 09,,"Manipur [Chandel District - Chandel subdivision - Liwchangning, Heibunglok, Liwa Sarei, Japhou, Monsang Pantha villages]; Northern Nagaland [near Myanmar border]",,,,,,,,,,2009,,,,,"Naga, Manipur",,,314,,80%,1998 Survey,,,,,,,,,,,,,,,,,,,,,,
"Naga, Moyon",nmo,Manipur,Tibeto-Burman,NT available,NEI Zone,"MYNBA, BSI",BSI,29000,,,"Nagaland [near Myanmar border]; Manipur [Chandel District - 14 villages including Moyon Khullen, Khongjom, Mitong, Komlathabi, Penaching, Heigru Tampak]",,,,,,,,,,2008,,,,,Naga-Nagaland,,,315,,,,,,,,,,,,,,,,,,,,,,,,,
"Naga, Mzieme",nme,Nagaland,Tibeto-Burman,Whole Bible Available,NEI Zone,"BAP, GR, SGM, BSI",,35000,Ethnologue 09,,"Southwestern Nagaland [Kohima district - Paren area, northEast Zone of Zeme]",,,,,,,,,,1981,,1992,,,"Naga, Nagaland",,,316,,,,,,,,,,,,,,,,,,,,,,,,,
"Naga, Nocte",njb,Arunachal Pradesh,Tibeto-Burman,NT available,NEI Zone,BSI,BSI/TSC,27749,Census 2001,,"southEast Zoneern Arunachal Pradesh [Tirap District - Khonsa, Namsang, Laju circles; Changlang district]; Assam [Sibsagar, Lakhimpur district - Jaipur]; Northern Nagaland [Mon district - Namsang];",,,,,,,,2004,,2010,,,,,"Naga, Nagaland",,,317,,47%,Census 2001,,x,,,,,,,,,,Yes,,,,,,,,,,
"Naga, Northern Rengma",nnl,Nagaland,Tibeto-Burman,Whole Bible Available,NEI Zone,"WCOI, BSI",,13000,Ethnologue 09,,Nagaland [Kohima district - northern section of Rengma. Kotsenyu is chief village of Ntenyi],,,,,,,,,,1979,,2005,,,"Naga, Nagaland",,,318,,,,,,,,x,,,,,,,,,,,,,,,,,
"Naga, Phom",nph,Nagaland,Tibeto-Burman,Whole Bible Available,NEI Zone,"BAP, GR, SGM, BSI, EBT",,122508,Census 2001,,NorthEast Zoneern Nagaland [Tuensang District - Longleng subdivision - 36 villages],,,,,,,,,,1978,,2005,,,"Naga, Nagaland",,,319,,35%,,,,,,,,,,,,,,,,,,,,,,,
"Naga, Pochuri",npo,Nagaland,Tibeto-Burman,NT available,NEI Zone,"BAP, BSI, GR",BSI,16728,Census 2001,,"SouthEast Zone Nagaland [Phek District - 27 villages, which form the Meluri sub-division]",,,,,,,,,,1994,,,,,"Naga, Nagaland",,,320,,39%,Singh 1994,,,,,,,,,,,,,,,,,,,,,,
"Naga, Poumei",pmx,Manipur,Tibeto-Burman,NT available,NEI Zone,"BAP, GR, SGM, BSI",BSI,151005,Wikipedia,,Manipur,,,,,,,,,,1992,,,,,"Naga, Manipur",,,321,,,,,,,,,,,,,,,,,,,,,,,,,
"Naga, Puimei",npu,Manipur,Tibeto-Burman,NT available,NEI Zone,,BSI,3000,,,Manipur, Assam,,,Is there some relationship with Naga Inpui?,,,,,,,2009,,,,,"Naga, Manipur",,,322,,,,,,,,,,,,,,,,,,,,,,,,
"Naga, Purum",puz,Manipur,Tibeto-Burman,Limited Need,NEI Zone,,,503,,,"Manipur [Senapati district - Purumlikli, Purumkhulen, Purumkhunou, Waicheiphai, Moibunglikli villages; Chandel district - Lamlang Huipi, Chandanpokpi, Khongkhang Chothe, Loirang Talsi, Salemthar, Zat'lang, New Wangparan]",,,"Low pop 503, high attitude to MT and development",,,,,,,,,,,,"Naga, Manipur",,,323,,30-40%,2000 Survey,,,,,,,,,,,,,,,,,,,,,,
"Naga, Rongmei",nbu,Manipur,Tibeto-Burman,Whole Bible Available,NEI Zone,"GR, RCLS, SGM, BSI, WCOI, GFA",BSI,61197,Census 2001,,Northwest Manipur, Nagaland, Assam [Cachar District - 35 villages],,,,,,,,,,1979,,1989,,,"Naga, Manipur",,,324,,,,,x,,,x,,,,,,,Yes,,,,,,,,
"Naga, Sangtam",nsa,Nagaland,Tibeto-Burman,Whole Bible Available,NEI Zone,"BAP, SGM, GR, BSI",,84171,Census 2001,,SouthEast Zone Nagaland [Tuensang district - Kiphire subdivision and Chare circle],,,,,,,,,,1963,,1995,,,"Naga, Nagaland",,,325,,40%,Census 2001,,,,,,,,,,,,,,,,,,,,,,
"Naga, Southern Rengma",nre,Nagaland,Tibeto-Burman,Whole Bible Available,NEI Zone,"BAP, GR, BSI, WCOI, GFA",,21000,Ethnologue 09,,Nagaland [Kohima district - Tseminyu sub-division], Assam [Karbi-Anglong district - 15 villages], Manipur.,,,,,,,,,,1976,,2000,,,"Naga, Nagaland",,,326,,,,,x,,,x,,,,,,,,,,,,,,,
"Naga, Sumi",nsm,Nagaland,Tibeto-Burman,Whole Bible Available,NEI Zone,"BAP, GR, SGM, BSI, GFA radio",,242000,Census 2001,,"Nagaland [Zunheboto, Kohima, Mokokchung, Tuensang districts]; Assam [Tinsukia district - seven villages]. Dayang is spoken near the Dayang River",,,,,,,,,,1944,,2000,,,"Naga, Nagaland",,,327,,50%,,Assamese & English,x,,,,,,,,,,,,,,,,,,,,
"Naga, Tangkhul",nmf,Manipur,Tibeto-Burman,Whole Bible Available,NEI Zone,"GR, ABFMS, BSI, SGM, WCOI, GFA radio, EBT",,183115,Wikipedia,,Manipur [Ukhrul District], Nagaland, Tripura,,,,,,,,,,1927,,1976,,,"Naga, Manipur",,,328,73%,73%,,Meitei & English,x,,,x,,Yes,Yes,,,Yes,Yes,,,,,,,,
"Naga, Tarao",tro,Manipur,Tibeto-Burman,Translation in Progress,NEI Zone,"TRNBA, GR, SGM ",BSI/BI,45000,,,"Manipur [Chandel District - 3 villages near Palel, (Heikakpokpi, Leishokching, Khuringmul LaimiNEI Zone village); Ukhrul District - Sinakeithei village]",1,,,Four gospels are available.,,X,,2009,,,,,,,"Naga, Manipur",,,329,,75%,,Meitei & English,,,,,,,,,,,,,,,,,,,,,
"Naga, Tase",nst,Arunachal Pradesh,Tibeto-Burman,NT available,NEI Zone,BAP,HEWA,20962,Census 2001,,"SouthEast Zoneern Arunachal Pradesh [Changlang District - East Zoneern Hills, Tirap river valley and Namchik area]; Assam",,,,,,,,,,1992,,,,,Mishmi,,,330,1%,,,,,,,,,,,,,,,,,,,,,,,,
"Naga, Thangal",nki,Manipur,Tibeto-Burman,NT available,NEI Zone,"BAP, GR, BSI",BSI,25000,,,"North Manipur [Senapati District - hill ranges of East Zone and West Sadar Hills subdivisions - 9 villages along National Highway #39 - Mapao Thangal, Thangal Surung, Makeng Thangal, Tumnoupokpi, Yaikangpou, Tikhulen, Ningthoubam, Mayangkhang and Gailongde]",,,,,,,,,,2010,,,,,"Naga, Manipur",,,331,,90%,,Meitei & English,,,,,,,,,,,,,,,,,,,,,
"Naga, Tutsa",tvt,Arunachal Pradesh,Tibeto-Burman,Translation in Progress,NEI Zone,"GR, SGM ",TWFTW,25000,Census 2001,,Arunachal Pradesh [south Changlang and East Zone Tirap districts],1,,Survey reported trans in progress 2009,,,X,,2010,,,,,,,"Naga, Nagaland",,Tutsa has a radio program,332,,5%,,,,,,,,,,,,,,,,,,,,,,,
"Naga, Wancho",nnp,Arunachal Pradesh,Tibeto-Burman,NT available,NEI Zone,"GR, BSI",BSI,49072,Census 2001,,southEast Zoneern Arunachal Pradesh [Tirap District - 36 villages on the southwestern end], Assam, Nagaland,,,,,,,,,,2002,,,,,"Naga, Nagaland",,,333,,25%,Census 2001,,,,,,,,,,,,,,,,,,,,
"Naga, Yimchungru",yim,Nagaland,Tibeto-Burman,Whole Bible Available,NEI Zone,"BAP, SGM, GR, BSI",,72030,Census 2001,,"Nagaland [Tuensang District - nine circles, between Namchik and Patkoi]",,,,,,,,,,1981,,2007,,,"Naga, Nagaland",,,334,,,,,,,,,,,,,,,,,,,,,,,,,
"Naga, Zeme",nzm,Assam,Tibeto-Burman,NT available,NEI Zone,"BSI, WPM, SGM, GR, PR",BSI,34102,Census 2001,,"Assam [North Cachar district - large upper Barak Valley]; Manipur [Tamenglong district]; Nagaland [Kohima district - Jhaluke, Paren, Medzephima blocks]",,,,,,,,,,1992,,,,,"Naga, Nagaland",,,335,,59%,Census 2001,,,,,,,,,,,,,,,,,,,,,,
